,Age,WorkClass,fnlwgt,Education,EducationNum,MaritalStatus,Occupation,Relationship,Gender,CapitalGain,CapitalLoss,HoursPerWeek,NativeCountry
3622,22.0, Local-gov,200109.0, Bachelors,13.0, Never-married, Prof-specialty, Own-child, Female,0.0,0.0,15.0, United-States
14708,30.0, Private,, HS-grad,9.0, Never-married, Exec-managerial, Own-child, Female,,0.0,35.0, Jamaica
14367,46.0, Private,330087.0, Bachelors,13.0, Married-civ-spouse,, Husband, Male,15024.0,0.0,45.0,
21396,35.0, Self-emp-not-inc,108198.0, HS-grad,9.0,,,, Male,0.0,0.0,15.0,
4436,39.0, Private,185099.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0,
15489,64.0, Private,301352.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
29696,32.0, Private,29933.0, Bachelors,,, Handlers-cleaners, Husband,,0.0,0.0,50.0, United-States
4028,41.0, Self-emp-inc,220821.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,70.0, United-States
14174,22.0, Federal-gov,209131.0, Assoc-acdm,12.0, Never-married, Other-service,,,0.0,0.0,20.0, United-States
16189,20.0, Private,61777.0, Some-college,10.0, Never-married, Sales, Not-in-family, Male,0.0,0.0,30.0, United-States
22504,41.0, Private,24763.0, HS-grad,9.0, Divorced, Transport-moving,, Male,7443.0,0.0,,
22047,35.0, Private,30529.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, Male,0.0,0.0,40.0,
1398,51.0,,246519.0, 10th,6.0, Married-civ-spouse, Handlers-cleaners,, Male,2105.0,0.0,45.0, United-States
12384,29.0, Private,192010.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Female,0.0,0.0,60.0, Poland
27798,44.0,,180609.0, Some-college,10.0, Divorced, Craft-repair, Not-in-family, Male,0.0,0.0,42.0, United-States
20821,42.0, Private,196797.0, HS-grad,9.0, Never-married, Transport-moving,, Female,0.0,0.0,38.0, United-States
19252,, Local-gov,608184.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,,40.0, United-States
12763,20.0, Private,282579.0, Some-college,10.0, Never-married, Other-service, Not-in-family,,0.0,0.0,40.0, United-States
6628,33.0, Private,209415.0, 10th,6.0, Divorced, Protective-serv, Not-in-family, Female,0.0,0.0,32.0, United-States
5137,52.0, Private,163776.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Male,0.0,1902.0,60.0, United-States
29360,73.0, ?,123345.0, HS-grad,9.0, Widowed, ?, Not-in-family, Female,,0.0,65.0, United-States
3273,61.0, Federal-gov,91726.0, Masters,14.0, Married-civ-spouse, Tech-support, Wife, Female,0.0,0.0,40.0, United-States
3331,26.0, Local-gov,213258.0, Bachelors,13.0, Never-married, Prof-specialty, Own-child, Male,0.0,0.0,40.0, United-States
1255,29.0, Private,128604.0, HS-grad,9.0,, Craft-repair, Husband, Male,,,40.0, United-States
8432,21.0, Private,147344.0, HS-grad,9.0, Never-married, Transport-moving, Other-relative, Male,0.0,0.0,60.0, ?
16177,23.0, Private,228724.0, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, Male,0.0,0.0,20.0, United-States
13398,21.0, Private,253583.0, 11th,7.0, Never-married, Handlers-cleaners, Own-child, Male,0.0,0.0,45.0, United-States
31417,70.0, Self-emp-inc,207938.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,2377.0,50.0, United-States
12351,30.0, Private,27856.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, Female,0.0,0.0,40.0, United-States
8753,31.0, Private,374833.0, 1st-4th,2.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,0.0,0.0,40.0, Mexico
1987,67.0, Self-emp-not-inc,98921.0, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,50.0, United-States
89,43.0, Federal-gov,410867.0,,16.0, Never-married, Prof-specialty, Not-in-family, Female,0.0,0.0,50.0, United-States
22988,24.0, Private,196280.0, Bachelors,13.0, Never-married, Sales, Not-in-family, Female,0.0,0.0,30.0, United-States
15565,46.0, Self-emp-inc,170850.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,50.0, United-States
7442,24.0, Private,180060.0, Assoc-acdm,12.0, Never-married, Craft-repair, Not-in-family, Male,2354.0,0.0,40.0, United-States
3755,28.0, Local-gov,154863.0, HS-grad,9.0, Never-married, Protective-serv,,,0.0,1876.0,40.0, United-States
25297,, Federal-gov,143849.0, 11th,7.0,, Adm-clerical, Not-in-family, Female,0.0,0.0,20.0, United-States
16586,39.0,,370585.0, HS-grad,9.0, Separated, Machine-op-inspct, Not-in-family, Male,0.0,0.0,40.0, United-States
13770,, Private,271393.0,,12.0,, Exec-managerial, Not-in-family, Female,0.0,0.0,40.0, United-States
12618,44.0, Private,162184.0,,10.0, Separated, Adm-clerical, Unmarried, Female,0.0,0.0,40.0, United-States
881,31.0, Private,142921.0, Bachelors,13.0, Never-married, Tech-support, Not-in-family, Female,0.0,0.0,40.0, United-States
6587,43.0, Private,147099.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, Female,0.0,0.0,30.0, United-States
27159,50.0, Self-emp-inc,155574.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Male,7298.0,0.0,, United-States
25830,58.0, Self-emp-inc,78634.0, 11th,7.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,60.0,
9414,, Private,183735.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,,40.0, United-States
5294,77.0, ?,132728.0, Masters,14.0,, ?, Not-in-family, Male,0.0,0.0,45.0, United-States
24233,, Private,30912.0, HS-grad,9.0,, Adm-clerical,,,,0.0,, United-States
31027,22.0, Private,234641.0, HS-grad,9.0, Never-married, Transport-moving, Own-child, Male,0.0,0.0,40.0, United-States
9785,40.0, Private,168071.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,45.0, United-States
32052,51.0, Self-emp-inc,260938.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,50.0, United-States
17659,26.0, Self-emp-not-inc,384276.0, HS-grad,, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,,40.0, United-States
32505,33.0, Private,182401.0, 10th,6.0,, Adm-clerical, Not-in-family, Male,0.0,0.0,40.0, United-States
27669,17.0, Private,113301.0, 11th,, Never-married, Handlers-cleaners, Own-child, Male,0.0,0.0,12.0, ?
1875,28.0, Private,193260.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Male,0.0,0.0,50.0, South
3778,25.0, Private,152165.0, Bachelors,13.0, Never-married, Sales, Not-in-family, Female,0.0,0.0,40.0, United-States
22905,36.0, Private,, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,55.0, United-States
934,37.0, Private,186934.0,,7.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,3103.0,0.0,44.0, United-States
8239,64.0, Private,211846.0, 10th,6.0, Married-civ-spouse, Protective-serv, Husband, Male,0.0,0.0,40.0, United-States
8118,44.0, Local-gov,196797.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, Female,0.0,0.0,36.0, United-States
18627,62.0, Private,24515.0, 9th,5.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,,40.0, United-States
5303,19.0,,125591.0, Some-college,10.0, Never-married,,, Female,0.0,0.0,,
13165,28.0, Private,, Assoc-voc,11.0, Married-civ-spouse,, Husband, Male,2407.0,0.0,40.0, United-States
362,43.0, Private,180609.0,,13.0, Married-civ-spouse, Transport-moving,, Male,0.0,0.0,45.0, United-States
12769,27.0, Private,375703.0, Bachelors,13.0, Never-married, Adm-clerical, Own-child, Female,0.0,0.0,40.0, United-States
5330,58.0,,137547.0,,13.0, Married-civ-spouse, Other-service, Husband,,0.0,,40.0, South
4304,32.0, ?,373231.0, Some-college,10.0, Never-married, ?, Unmarried, Female,0.0,0.0,40.0, United-States
5160,, Local-gov,159931.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, Female,0.0,0.0,45.0,
186,54.0, Private,59840.0, HS-grad,9.0, Divorced, Handlers-cleaners, Not-in-family, Male,0.0,0.0,45.0, United-States
10715,41.0, Local-gov,207685.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,61.0, United-States
13757,48.0, Private,255439.0, Some-college,10.0, Never-married, Handlers-cleaners, Not-in-family, Male,0.0,0.0,40.0, United-States
8927,45.0, Private,201699.0,,11.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,40.0,
13992,44.0, Private,172307.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,7688.0,0.0,50.0, United-States
3174,41.0, Self-emp-not-inc,118544.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,32.0, United-States
12704,41.0, Federal-gov,214838.0, Masters,14.0,, Exec-managerial, Husband, Male,0.0,0.0,60.0, United-States
15779,53.0, State-gov,281074.0, HS-grad,9.0,, Exec-managerial, Not-in-family, Male,0.0,1092.0,40.0, United-States
26739,43.0, Self-emp-not-inc,147099.0, Some-college,10.0, Divorced, Adm-clerical, Unmarried, Female,0.0,0.0,36.0, United-States
19649,19.0, Private,188864.0, HS-grad,9.0, Never-married, Sales, Unmarried, Female,0.0,,20.0, United-States
5794,40.0, Private,477345.0, 7th-8th,4.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,0.0,2057.0,40.0, Mexico
7388,18.0, Private,37315.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, Male,0.0,0.0,50.0, United-States
2200,42.0, Private,233366.0, 5th-6th,3.0, Married-civ-spouse, Craft-repair, Husband, Male,3103.0,0.0,40.0, Mexico
8769,22.0, ?,120572.0, Some-college,10.0, Never-married, ?,, Female,0.0,0.0,40.0, United-States
30735,42.0, Private,230959.0, Bachelors,, Married-civ-spouse, Adm-clerical, Wife, Female,,,40.0,
15835,49.0, Private,253973.0, 10th,6.0, Never-married, Exec-managerial, Not-in-family, Female,0.0,0.0,40.0, United-States
15065,35.0, Private,126569.0, Masters,14.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
10407,27.0, Private,99897.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,50.0, United-States
12478,41.0, State-gov,70884.0, HS-grad,9.0, Married-civ-spouse,, Husband, Male,0.0,0.0,40.0, United-States
15165,57.0, Local-gov,170066.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,25.0, United-States
31514,46.0, State-gov,327786.0, Assoc-voc,11.0,, Tech-support, Not-in-family, Female,3325.0,0.0,42.0, United-States
20553,30.0, Federal-gov,73514.0, Bachelors,13.0, Never-married,, Other-relative, Female,0.0,0.0,45.0, United-States
1007,34.0, Self-emp-not-inc,114074.0, Assoc-voc,11.0, Widowed, Exec-managerial, Unmarried, Female,0.0,0.0,40.0, United-States
14874,29.0, Private,221977.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, Female,0.0,0.0,40.0, United-States
7857,41.0, Private,169823.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,46.0, United-States
396,45.0, Private,96975.0, Some-college,, Divorced, Handlers-cleaners, Unmarried, Female,0.0,0.0,40.0, United-States
13656,34.0, State-gov,275880.0, Bachelors,13.0, Separated, Exec-managerial, Unmarried, Female,0.0,0.0,38.0, United-States
3502,40.0, Private,572751.0, Prof-school,15.0, Married-civ-spouse, Craft-repair, Husband, Male,5178.0,0.0,40.0, Mexico
23918,28.0, ?,131310.0, 12th,8.0, Married-civ-spouse, ?,,,0.0,0.0,20.0,
25288,44.0, State-gov,193524.0,,14.0, Married-civ-spouse,,, Male,0.0,,40.0, United-States
31312,31.0, Private,231043.0, Some-college,10.0,, Transport-moving, Husband, Male,0.0,0.0,50.0, United-States
19501,36.0, Private,, Bachelors,13.0, Married-civ-spouse,, Wife, Female,0.0,0.0,35.0, Philippines
5247,34.0, Private,100882.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,47.0, United-States
2751,35.0, Private,261504.0, HS-grad,9.0, Married-spouse-absent, Transport-moving, Other-relative, Female,0.0,0.0,40.0, Dominican-Republic
2694,35.0, Private,166497.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,1902.0,60.0, United-States
26765,50.0, Local-gov,100480.0, Masters,14.0,, Exec-managerial, Husband,,0.0,0.0,60.0, United-States
5292,21.0, Private,183747.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, Female,0.0,0.0,40.0, United-States
21406,37.0,,, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
5087,35.0, ?,35751.0, 1st-4th,2.0, Married-civ-spouse, ?, Husband, Male,0.0,0.0,15.0, United-States
24756,54.0, Federal-gov,35576.0, Some-college,10.0, Married-civ-spouse,, Husband, Male,0.0,0.0,, United-States
8519,41.0, Private,111891.0, HS-grad,9.0, Separated, Machine-op-inspct, Other-relative, Female,0.0,0.0,40.0, United-States
6759,43.0, Private,143809.0, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, Male,0.0,0.0,40.0, United-States
25849,62.0, Local-gov,180162.0, 9th,5.0, Divorced, Protective-serv,, Male,0.0,0.0,24.0, United-States
15954,41.0, Private,,,15.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,45.0, United-States
2327,25.0, ?,41107.0, Bachelors,13.0, Married-spouse-absent, ?, Not-in-family,,0.0,,40.0, Canada
7659,32.0,,, Bachelors,13.0, Married-civ-spouse, Prof-specialty,, Male,0.0,,40.0, Ecuador
25461,38.0, Private,338320.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty,, Male,0.0,0.0,40.0, Canada
20177,37.0, Private,240837.0, HS-grad,9.0,,, Not-in-family, Female,0.0,0.0,30.0, United-States
8267,46.0, Federal-gov,269890.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0, United-States
29045,21.0, Private,221661.0,,9.0,, Sales, Own-child, Female,0.0,0.0,35.0, United-States
3055,59.0, Private,378585.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,44.0, United-States
8074,42.0, Private,32080.0, HS-grad,9.0, Separated, Machine-op-inspct, Unmarried, Female,0.0,0.0,40.0, United-States
15803,56.0, State-gov,138593.0, Assoc-acdm,12.0, Divorced, Prof-specialty, Not-in-family, Female,0.0,0.0,40.0, United-States
13523,27.0,,153291.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Wife, Female,0.0,0.0,50.0, United-States
23900,79.0, Self-emp-not-inc,103684.0, HS-grad,9.0, Married-civ-spouse,,, Male,0.0,0.0,40.0, United-States
11926,20.0, Private,162151.0, HS-grad,9.0, Never-married, Sales, Own-child, Female,0.0,0.0,20.0, United-States
827,22.0, Private,176178.0, Some-college,10.0, Never-married, Other-service, Own-child, Female,0.0,0.0,25.0, United-States
28101,30.0, Private,151967.0,,10.0,, Craft-repair, Husband, Male,0.0,,58.0, United-States
24532,, ?,298577.0,,9.0, Never-married, ?, Own-child, Male,0.0,0.0,30.0, United-States
12376,32.0, Private,175856.0, Bachelors,, Married-civ-spouse, Tech-support, Husband, Male,0.0,1902.0,40.0, United-States
32109,48.0, Private,99835.0, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial,, Male,,0.0,50.0, United-States
10537,20.0, Private,, Some-college,10.0, Never-married, Craft-repair, Unmarried,,0.0,0.0,40.0, United-States
31252,49.0,,277946.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband,,0.0,0.0,, United-States
11096,, Private,89202.0, Bachelors,13.0, Never-married, Prof-specialty, Own-child, Male,0.0,0.0,50.0, United-States
6249,66.0, Self-emp-not-inc,34218.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,50.0, United-States
1956,30.0, Private,325509.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,35.0, United-States
27810,56.0, Private,, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0, United-States
12460,51.0, Private,108435.0, Bachelors,13.0, Married-civ-spouse, Other-service, Husband, Male,0.0,0.0,40.0, United-States
8973,90.0,,46786.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Male,9386.0,,15.0, United-States
10278,28.0, Private,370509.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,44.0, United-States
7420,44.0, Private,40024.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
19958,19.0, Private,199495.0, HS-grad,, Never-married, Craft-repair, Own-child, Male,0.0,0.0,40.0, United-States
4785,25.0, Private,228608.0, Some-college,, Never-married, Craft-repair, Other-relative, Female,0.0,0.0,40.0, Cambodia
12670,, Private,253642.0, 7th-8th,4.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,30.0, United-States
24868,46.0, Private,250821.0, Prof-school,15.0, Divorced, Farming-fishing, Unmarried,,,0.0,48.0, United-States
31399,28.0, Local-gov,401886.0, HS-grad,9.0, Never-married, Adm-clerical, Other-relative, Male,0.0,0.0,20.0, United-States
3792,49.0, Private,186256.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, Male,0.0,0.0,40.0, United-States
1917,28.0, Local-gov,218990.0,,11.0, Married-civ-spouse, Protective-serv, Husband, Male,0.0,0.0,46.0, United-States
9186,30.0, Private,, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,50.0, United-States
365,43.0, Self-emp-inc,209547.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,25.0, United-States
9474,44.0,,199031.0, Some-college,10.0, Divorced, Transport-moving, Own-child, Male,0.0,1380.0,40.0, United-States
13846,51.0, Local-gov,194970.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0, United-States
4819,56.0, Private,, Assoc-acdm,12.0, Divorced,, Unmarried, Female,4101.0,0.0,40.0, United-States
14344,33.0, Private,133861.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,62.0, United-States
15117,35.0, Private,138441.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, Male,0.0,0.0,40.0, United-States
624,31.0, Private,166248.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,40.0, United-States
2214,64.0,,177825.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, Male,1055.0,,40.0, United-States
26839,41.0, Private,206066.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,40.0, United-States
32413,45.0, Private,199590.0, 5th-6th,, Married-civ-spouse,, Husband, Male,0.0,0.0,40.0, ?
2878,31.0, Private,407930.0,,4.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,0.0,0.0,40.0, United-States
6842,, Private,51506.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0, United-States
16528,36.0, Private,83471.0, HS-grad,9.0, Widowed,, Unmarried, Female,,0.0,20.0, United-States
14743,19.0, Private,358631.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, Male,0.0,0.0,25.0, United-States
2626,53.0, Private,184176.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,50.0, United-States
10500,66.0, Private,171331.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,40.0, United-States
3117,41.0, Private,281725.0, 5th-6th,3.0, Divorced, Machine-op-inspct, Not-in-family, Female,0.0,0.0,40.0, Mexico
13843,50.0, Private,75763.0, Assoc-voc,11.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,65.0, United-States
13606,58.0, Local-gov,101480.0, Assoc-voc,11.0, Widowed, Adm-clerical, Not-in-family, Female,0.0,0.0,40.0, United-States
25099,22.0, ?,61499.0, HS-grad,9.0, Never-married, ?,, Female,0.0,0.0,40.0, United-States
7379,52.0, Local-gov,71489.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,1579.0,40.0, United-States
12458,46.0, Self-emp-not-inc,368355.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,60.0, United-States
